Pays,Catégorie,Item,Valeur,Plage
Thailand,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.76,3.00-8.00
Timor-Leste,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,010.79 €","735.12-1,194.57"
Timor-Leste,Rent Per Month,Apartment (1 bedroom) Outside of Centre,857.64 €,827.01-918.90
Timor-Leste,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,825.62 €","1,837.80-4,135.05"
Timor-Leste,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,531.50 €","1,378.35-1,837.80"
Timor-Leste,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,675.60 €",
Timor-Leste,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,?,
Timor-Leste,Salaries And Financing,Average Monthly Net Salary (After Tax),"4,724.98 €",
Timor-Leste,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.37,5.37-5.37
Togo,Rent Per Month,Apartment (1 bedroom) in City Centre,355.71 €,228.67-457.35
Togo,Rent Per Month,Apartment (1 bedroom) Outside of Centre,169.60 €,68.60-274.41
Togo,Rent Per Month,Apartment (3 bedrooms) in City Centre,516.20 €,311.65-914.69
Togo,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,269.18 €,182.94-381.12
Togo,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,105.26 €","686.02-1,524.49"
Togo,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,403.99 €,45.73-762.25
Togo,Salaries And Financing,Average Monthly Net Salary (After Tax),508.16 €,
Togo,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.00,
Tonga,Rent Per Month,Apartment (1 bedroom) in City Centre,572.46 €,572.46-572.46
Tonga,Rent Per Month,Apartment (1 bedroom) Outside of Centre,45.95 €,
Tonga,Rent Per Month,Apartment (3 bedrooms) in City Centre,763.28 €,"381.64-1,144.92"
Tonga,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,528.95 €,251.12-763.28
Tonga,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,381.64 €,
Tonga,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,228.98 €,
Tonga,Salaries And Financing,Average Monthly Net Salary (After Tax),626.26 €,
Tonga,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Trinidad And Tobago,Rent Per Month,Apartment (1 bedroom) in City Centre,499.82 €,378.42-675.75
Trinidad And Tobago,Rent Per Month,Apartment (1 bedroom) Outside of Centre,361.18 €,297.33-473.03
Trinidad And Tobago,Rent Per Month,Apartment (3 bedrooms) in City Centre,962.06 €,"551.34-1,621.81"
Trinidad And Tobago,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,704.13 €,"486.54-1,081.20"
Trinidad And Tobago,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,618.55 €","1,454.75-7,273.74"
Trinidad And Tobago,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,527.49 €","1,018.32-2,182.12"
Trinidad And Tobago,Salaries And Financing,Average Monthly Net Salary (After Tax),771.39 €,
Trinidad And Tobago,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.94,3.00-8.00
Tunisia,Rent Per Month,Apartment (1 bedroom) in City Centre,196.57 €,133.66-282.18
Tunisia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,131.35 €,89.11-207.92
Tunisia,Rent Per Month,Apartment (3 bedrooms) in City Centre,341.42 €,207.92-475.25
Tunisia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,230.25 €,148.51-386.14
Tunisia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,861.83 €,"594.06-1,336.63"
Tunisia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,499.66 €,237.62-831.68
Tunisia,Salaries And Financing,Average Monthly Net Salary (After Tax),285.33 €,
Tunisia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.43,7.80-15.00
Turkey,Rent Per Month,Apartment (1 bedroom) in City Centre,518.49 €,300.65-878.17
Turkey,Rent Per Month,Apartment (1 bedroom) Outside of Centre,367.53 €,250.54-626.35
Turkey,Rent Per Month,Apartment (3 bedrooms) in City Centre,886.62 €,"501.08-1,753.77"
Turkey,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,598.86 €,"375.81-1,002.15"
Turkey,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,692.63 €","876.88-3,507.53"
Turkey,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,000.55 €","626.35-2,000.00"
Turkey,Salaries And Financing,Average Monthly Net Salary (After Tax),645.55 €,
Turkey,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",40.94,20.50-55.00
Turkmenistan,Rent Per Month,Apartment (1 bedroom) in City Centre,959.73 €,"655.55-1,835.55"
Turkmenistan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,603.11 €,"262.22-1,311.11"
Turkmenistan,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,520.88 €","786.66-2,622.21"
Turkmenistan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,284.89 €","524.44-2,359.99"
Turkmenistan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,583.69 €","2,622.21-4,195.54"
Turkmenistan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,753.33 €","2,228.88-3,146.66"
Turkmenistan,Salaries And Financing,Average Monthly Net Salary (After Tax),618.84 €,
Turkmenistan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.50,5.00-10.00
Turks And Caicos Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,378.35 €","1,102.68-1,654.02"
Turks And Caicos Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,148.62 €","735.12-1,470.24"
Turks And Caicos Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,756.70 €","1,378.35-3,675.60"
Turks And Caicos Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,358.51 €","1,102.68-3,675.60"
Turks And Caicos Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Turks And Caicos Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,988.08 €",
Turks And Caicos Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),"5,028.43 €",
Turks And Caicos Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.00,
Uganda,Rent Per Month,Apartment (1 bedroom) in City Centre,307.27 €,125.18-660.00
Uganda,Rent Per Month,Apartment (1 bedroom) Outside of Centre,178.15 €,100.15-375.55
Uganda,Rent Per Month,Apartment (3 bedrooms) in City Centre,840.13 €,"300.44-1,877.77"
Uganda,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,335.11 €,175.26-751.11
Uganda,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,866.38 €,"375.55-1,187.16"
Uganda,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,897.32 €,681.00-951.40
Uganda,Salaries And Financing,Average Monthly Net Salary (After Tax),161.18 €,
Uganda,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",21.33,19.00-24.00
Ukraine,Rent Per Month,Apartment (1 bedroom) in City Centre,323.45 €,199.10-575.18
Ukraine,Rent Per Month,Apartment (1 bedroom) Outside of Centre,225.42 €,132.73-376.08
Ukraine,Rent Per Month,Apartment (3 bedrooms) in City Centre,586.05 €,"331.83-1,106.11"
Ukraine,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,378.94 €,221.22-663.67
Ukraine,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,295.37 €","827.01-2,212.23"
Ukraine,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,854.26 €,"553.06-1,327.34"
Ukraine,Salaries And Financing,Average Monthly Net Salary (After Tax),412.15 €,
Ukraine,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",17.93,11.50-25.00
United Arab Emirates,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,528.48 €","690.32-3,002.37"
United Arab Emirates,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,067.42 €","625.49-1,751.38"
United Arab Emirates,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,032.94 €","1,501.18-6,254.94"
United Arab Emirates,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,159.16 €","1,169.67-3,752.96"
United Arab Emirates,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"5,601.14 €","3,231.72-8,079.31"
United Arab Emirates,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,208.30 €","2,376.88-4,578.27"
United Arab Emirates,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,913.84 €",
United Arab Emirates,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.63,3.00-6.50
United Kingdom,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,226.67 €","762.70-2,638.48"
United Kingdom,Rent Per Month,Apartment (1 bedroom) Outside of Centre,994.94 €,"675.73-1,930.27"
United Kingdom,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,050.20 €","1,349.08-5,014.27"
United Kingdom,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,614.22 €","1,069.76-3,261.62"
United Kingdom,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"5,699.25 €","2,971.54-19,150.30"
United Kingdom,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"4,490.84 €","2,496.10-9,896.68"
United Kingdom,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,814.98 €",
United Kingdom,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.78,4.50-6.00
United States,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,599.94 €","1,010.79-3,584.16"
United States,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,320.58 €","872.96-2,634.95"
United States,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,668.31 €","1,654.02-7,862.93"
United States,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,202.00 €","1,470.24-4,787.47"
United States,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,964.84 €","1,681.59-16,497.72"
United States,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,488.35 €","1,582.55-11,842.20"
United States,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,986.83 €",
United States,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.57,6.00-7.00
Uruguay,Rent Per Month,Apartment (1 bedroom) in City Centre,528.68 €,407.47-862.36
Uruguay,Rent Per Month,Apartment (1 bedroom) Outside of Centre,397.62 €,323.39-646.77
Uruguay,Rent Per Month,Apartment (3 bedrooms) in City Centre,917.30 €,"646.77-1,837.80"
Uruguay,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,708.78 €,"538.98-1,194.57"
Uruguay,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,628.45 €","1,837.80-3,675.60"
Uruguay,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,228.09 €","1,378.35-3,449.44"
Uruguay,Salaries And Financing,Average Monthly Net Salary (After Tax),808.72 €,
Uruguay,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.41,4.20-15.00
Us Virgin Islands,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,612.67 €","1,240.52-2,297.25"
Us Virgin Islands,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,406.95 €","826.09-2,021.58"
Us Virgin Islands,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,032.37 €","2,756.70-4,594.50"
Us Virgin Islands,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"3,476.51 €","2,756.70-4,594.50"
Us Virgin Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,450.93 €","1,978.19-6,923.67"
Us Virgin Islands,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"9,890.96 €",
Us Virgin Islands,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,087.94 €",
Us Virgin Islands,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.61,3.90-9.90
Uzbekistan,Rent Per Month,Apartment (1 bedroom) in City Centre,504.37 €,229.73-850.15
Uzbekistan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,321.55 €,137.84-566.77
Uzbekistan,Rent Per Month,Apartment (3 bedrooms) in City Centre,888.35 €,"354.23-1,837.80"
Uzbekistan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,571.73 €,229.73-918.90
Uzbekistan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,506.87 €","1,062.69-2,479.61"
Uzbekistan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,837.17 €,"551.34-1,378.35"
Uzbekistan,Salaries And Financing,Average Monthly Net Salary (After Tax),433.52 €,
Uzbekistan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",22.02,16.00-27.00
Vanuatu,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,715.68 €","1,006.19-2,708.98"
Vanuatu,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,647.08 €","1,238.39-2,708.98"
Vanuatu,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,108.87 €","1,509.29-5,804.95"
Vanuatu,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,892.57 €","1,378.35-3,869.97"
Vanuatu,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,117.53 €",
Vanuatu,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,888.82 €",
Vanuatu,Salaries And Financing,Average Monthly Net Salary (After Tax),402.19 €,
Vanuatu,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.00,7.00-7.00
Venezuela,Rent Per Month,Apartment (1 bedroom) in City Centre,207.33 €,91.89-459.45
Venezuela,Rent Per Month,Apartment (1 bedroom) Outside of Centre,174.86 €,91.89-367.56
Venezuela,Rent Per Month,Apartment (3 bedrooms) in City Centre,402.03 €,"229.73-1,378.35"
Venezuela,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,317.68 €,137.84-827.01
Venezuela,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,515.76 €,"257.29-1,837.80"
Venezuela,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,564.54 €,247.27-989.10
Venezuela,Salaries And Financing,Average Monthly Net Salary (After Tax),174.80 €,
Venezuela,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",21.88,15.60-43.20
Vietnam,Rent Per Month,Apartment (1 bedroom) in City Centre,329.88 €,215.93-575.82
Vietnam,Rent Per Month,Apartment (1 bedroom) Outside of Centre,220.00 €,143.95-395.88
Vietnam,Rent Per Month,Apartment (3 bedrooms) in City Centre,727.16 €,"431.86-1,259.60"
Vietnam,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,471.99 €,287.91-863.73
Vietnam,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,740.06 €","1,439.55-5,398.31"
Vietnam,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,492.05 €","899.72-2,519.21"
Vietnam,Salaries And Financing,Average Monthly Net Salary (After Tax),404.95 €,
Vietnam,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.40,6.30-13.00
Wallis And Futuna,Rent Per Month,Apartment (1 bedroom) in City Centre,800.00 €,
Wallis And Futuna,Rent Per Month,Apartment (1 bedroom) Outside of Centre,800.00 €,
Wallis And Futuna,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,000.00 €",
Wallis And Futuna,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,000.00 €",
Wallis And Futuna,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,?,
Wallis And Futuna,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,?,
Wallis And Futuna,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,000.00 €",
Wallis And Futuna,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Western Sahara,Rent Per Month,Apartment (1 bedroom) in City Centre,300.00 €,
Western Sahara,Rent Per Month,Apartment (1 bedroom) Outside of Centre,150.00 €,
Western Sahara,Rent Per Month,Apartment (3 bedrooms) in City Centre,600.00 €,
Western Sahara,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,250.00 €,
Western Sahara,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,560.00 €,
Western Sahara,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,460.00 €,
Western Sahara,Salaries And Financing,Average Monthly Net Salary (After Tax),200.00 €,
Western Sahara,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Yemen,Rent Per Month,Apartment (1 bedroom) in City Centre,195.80 €,91.89-372.76
Yemen,Rent Per Month,Apartment (1 bedroom) Outside of Centre,126.64 €,64.32-298.21
Yemen,Rent Per Month,Apartment (3 bedrooms) in City Centre,480.47 €,275.67-894.62
Yemen,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,328.16 €,149.10-670.97
Yemen,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,202.38 €","551.34-1,863.80"
Yemen,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,726.74 €,"367.56-1,118.28"
Yemen,Salaries And Financing,Average Monthly Net Salary (After Tax),296.99 €,
Yemen,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",12.31,8.00-15.00
Zambia,Rent Per Month,Apartment (1 bedroom) in City Centre,196.95 €,140.69-275.67
